,Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BF.B,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BRK.B,BSX,BWA,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTVA,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DOW,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLS,FLT,FMC,FOX,FOXA,FRC,FRT,FTI,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HBI,HCA,HD,HES,HFC,HIG,HII,HLT,HOG,HOLX,HON,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,HWM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,JWN,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTD,MU,MXIM,MYL,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NI,NKE,NLOK,NLSN,NOC,NOV,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,O,ODFL,OKE,OMC,ORCL,ORLY,OTIS,OXY,PAYC,PAYX,PBCT,PCAR,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TEL,TFC,TFX,TGT,TIF,TJX,TMO,TMUS,TPR,TROW,TRV,TSCO,TSN,TT,TTWO,TWTR,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,V,VAR,VFC,VIAC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WRK,WST,WU,WY,WYNN,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZBRA,ZION,ZTS
10,2019-03-17,79,4,13,34,16,51,11,17,60,31,44,76,39,43,14,0,25,39,27,71,52,0,20,0,20,32,23,55,0,36,30,0,76,50,29,30,26,50,41,0,0,24,0,50,0,0,0,52,0,26,42,44,41,0,14,48,46,44,55,59,0,65,0,93,61,27,0,32,0,32,80,18,100,0,0,79,52,16,25,48,50,26,58,42,0,0,48,54,100,50,20,0,17,19,83,0,24,0,26,0,49,53,30,66,47,40,21,30,24,24,87,12,20,29,43,20,69,0,32,13,0,14,65,0,0,74,6,43,58,31,12,0,13,19,16,0,0,51,22,10,0,9,18,42,42,27,17,0,70,18,36,17,51,33,61,32,0,39,0,20,15,0,0,69,36,10,42,71,40,32,31,39,0,49,49,35,58,48,0,16,54,64,0,73,0,59,0,0,0,24,41,100,18,0,0,17,0,24,40,1,26,89,69,63,65,30,0,0,53,29,34,100,27,58,12,27,66,42,27,72,37,34,0,39,61,54,20,12,16,0,0,25,24,41,0,75,59,0,35,12,14,52,24,25,26,38,0,0,0,57,16,45,65,0,0,64,0,0,0,24,15,19,9,69,90,79,43,18,0,43,43,0,43,67,13,36,71,39,0,39,45,0,0,52,57,0,22,67,0,64,65,6,17,0,0,0,83,0,54,39,16,50,0,86,38,45,32,4,0,19,0,18,18,23,0,100,18,5,12,3,76,30,22,56,26,33,67,0,14,15,0,0,53,18,18,21,11,0,27,24,6,16,62,43,0,31,100,22,51,16,24,0,70,0,14,79,0,39,25,0,33,0,0,0,55,20,25,7,20,46,0,70,0,40,0,42,48,62,0,26,0,30,0,36,81,0,31,100,22,35,16,0,2,69,38,0,49,50,0,56,60,0,79,32,0,42,8,0,21,27,43,65,0,0,12,0,43,0,67,37,35,24,46,25,21,0,49,0,0,40,34,73,85,20,76,17,0,0,0,46,0,32,0,26,0,60,37,35,16,33,29,44,66,25,1,0,61,81,38,9,25,49,32,65,80,28,26,0,0,0,0,23,0,31,12,43,26,100,23,19,16,64,7,40,0,55,40,18,0,40,0,38,72,0,30,0,19,58,0,48,0,0,0,21,0
11,2019-03-24,82,0,13,44,31,59,11,5,0,10,21,42,37,28,0,24,40,31,26,64,0,0,29,0,39,0,23,56,0,12,34,0,36,65,9,52,45,37,50,0,0,12,19,36,0,50,60,52,27,20,41,29,0,0,0,0,35,41,0,32,66,75,51,37,36,0,0,16,0,47,78,13,12,0,0,90,51,32,72,48,57,37,46,28,2,19,35,53,0,37,19,0,0,38,20,0,26,0,29,13,46,39,29,60,31,19,31,0,69,27,89,17,19,0,47,28,49,0,8,19,0,26,61,9,21,79,3,73,58,20,12,0,12,37,11,0,0,50,44,28,38,9,17,52,29,34,34,27,34,6,24,25,68,0,60,62,96,36,23,40,0,0,40,64,21,10,14,70,0,31,31,39,8,0,45,12,78,57,51,31,13,68,0,41,18,58,0,0,0,48,37,98,17,24,0,33,0,35,35,3,55,58,0,68,32,19,16,0,43,24,54,0,4,61,12,0,35,33,13,23,27,0,0,25,15,26,99,0,0,0,0,0,94,0,0,44,77,23,12,23,35,0,24,20,26,30,0,51,0,67,16,56,65,24,29,86,0,25,0,25,0,11,9,78,76,55,18,19,0,14,75,55,31,91,0,26,73,36,23,39,44,17,0,59,11,21,65,0,0,57,0,15,0,24,25,0,81,48,53,52,23,25,0,35,0,15,32,9,0,57,0,69,17,9,0,95,37,18,12,13,75,18,21,55,39,64,61,0,0,0,0,0,77,18,16,41,21,0,81,23,6,15,61,42,0,0,0,22,17,8,39,0,68,0,9,39,41,10,8,2,0,100,0,0,63,67,20,0,19,13,73,42,0,79,0,82,53,61,27,0,61,35,26,32,44,9,30,0,0,39,23,30,3,72,68,0,57,0,0,83,66,0,0,31,0,0,7,43,8,0,41,26,66,0,16,35,21,0,75,37,17,56,51,0,42,20,0,0,26,20,33,71,80,20,54,34,0,23,50,44,53,42,0,0,0,35,61,48,32,16,28,34,32,10,2,34,15,54,18,63,0,39,24,36,66,41,25,0,11,0,38,23,98,0,12,44,0,11,15,32,15,74,7,0,0,45,0,28,0,0,71,37,81,9,60,0,22,57,19,47,64,0,51,48,0
12,2019-03-31,83,4,26,37,16,67,56,16,23,20,43,42,41,49,0,24,48,85,79,75,0,0,19,0,19,21,11,61,0,36,15,0,63,33,9,81,46,42,30,0,0,20,37,48,0,0,0,57,41,17,41,34,0,23,26,47,33,63,0,32,0,67,0,27,48,18,27,16,0,31,39,4,12,0,0,91,51,64,24,49,33,25,23,27,4,56,47,65,0,61,0,0,33,19,30,24,33,0,42,25,37,42,48,86,61,19,20,29,34,47,90,15,39,0,28,36,37,0,24,41,14,66,75,9,21,86,9,38,58,25,6,0,37,0,11,84,0,41,22,28,0,10,26,20,17,38,0,0,34,30,36,20,63,0,81,62,0,43,0,0,7,0,0,70,42,9,0,69,0,52,92,39,25,0,53,21,72,51,0,31,26,62,47,30,0,0,19,0,0,48,37,0,34,0,0,33,41,12,32,3,93,97,34,71,37,19,0,33,17,28,50,0,22,62,36,26,41,43,13,0,18,0,0,31,15,39,40,11,16,0,0,25,70,0,0,80,63,0,11,35,7,0,33,32,13,40,0,77,0,56,31,28,67,24,0,77,100,0,0,38,29,22,0,90,90,78,48,19,0,14,32,0,31,33,0,44,68,52,0,77,29,17,0,66,0,11,50,0,0,63,0,7,34,48,0,0,91,71,38,52,23,49,0,63,19,59,39,7,0,0,0,17,51,26,0,92,46,20,12,3,80,100,18,18,26,0,66,0,0,15,0,25,43,0,12,51,0,0,27,46,6,15,30,63,56,30,0,27,33,16,39,0,60,35,9,0,41,38,24,10,32,0,0,0,50,60,15,7,19,49,48,37,0,0,0,0,37,67,27,26,31,42,0,25,53,9,0,0,22,39,13,15,1,69,55,0,29,0,0,69,53,33,39,0,34,0,0,14,29,0,35,26,0,48,16,71,0,49,68,22,0,24,34,48,21,59,24,0,0,0,0,89,71,0,44,26,0,35,25,68,18,10,32,0,0,47,24,21,20,27,0,25,32,29,2,34,45,78,29,18,25,42,23,36,75,82,76,0,22,0,0,0,0,30,0,74,13,0,100,18,15,85,10,13,67,72,0,22,96,13,71,22,61,18,30,0,11,58,39,0,26,0,0,25,47
13,2019-04-07,88,2,26,31,32,71,23,11,71,0,43,53,43,68,83,24,32,50,53,59,52,0,0,0,0,63,11,65,39,12,29,0,42,66,9,74,63,35,30,0,99,20,19,57,0,100,0,60,69,19,0,39,0,0,0,0,41,39,0,26,100,76,0,27,61,0,18,16,54,79,69,9,25,0,0,100,26,0,60,48,49,34,34,0,1,19,47,41,49,74,10,0,0,19,51,24,31,0,42,13,26,42,39,84,0,29,0,30,58,29,90,3,20,29,28,22,37,0,8,41,0,53,48,28,22,82,15,43,55,21,12,30,37,37,28,0,0,65,44,0,0,8,35,21,29,46,0,0,46,43,36,25,60,0,92,31,0,40,93,0,22,0,0,70,35,10,7,23,40,42,62,0,0,0,50,25,79,62,51,15,27,100,0,41,0,78,0,58,0,72,29,49,17,0,0,0,0,24,46,3,56,39,34,75,27,17,32,50,26,29,29,0,4,65,12,53,53,47,26,71,18,0,0,35,0,26,40,0,32,0,41,50,0,40,0,53,62,0,12,35,21,0,30,34,26,39,30,0,0,71,0,73,73,96,0,77,0,25,0,17,30,28,0,72,92,82,18,24,38,0,43,0,15,42,0,0,82,41,23,26,74,0,0,52,34,32,51,66,0,63,0,85,0,24,25,6,89,0,59,56,8,50,32,28,0,0,55,6,0,19,0,0,69,26,96,79,18,10,49,3,75,36,16,18,52,0,56,0,7,15,0,25,86,0,24,62,21,0,27,0,0,14,76,21,0,30,0,16,17,32,63,0,61,0,5,78,0,49,24,0,16,0,0,35,50,47,35,22,39,72,0,43,0,0,0,41,37,67,54,26,15,39,26,29,80,0,31,33,11,15,18,15,0,72,100,0,10,50,100,28,62,100,0,63,0,0,15,14,29,0,48,39,33,48,16,0,0,49,83,26,34,16,57,48,0,40,0,0,27,40,0,83,46,0,55,9,95,12,0,67,18,21,64,0,37,83,37,14,28,22,29,25,74,20,3,0,0,52,61,27,25,43,32,76,80,69,51,0,45,0,0,0,0,0,0,36,0,66,56,9,15,75,17,13,0,36,0,26,0,40,0,45,61,27,60,0,23,69,0,0,39,0,0,37,0
14,2019-04-14,83,2,40,27,41,70,47,6,37,0,44,0,49,55,43,50,33,49,55,61,0,0,100,0,40,0,23,64,0,37,35,0,48,34,10,46,39,29,0,0,77,7,20,38,0,0,0,61,99,16,43,50,42,0,0,0,25,54,0,40,0,92,0,22,100,9,19,0,0,16,81,23,38,0,0,82,53,33,44,52,25,32,24,29,5,19,24,34,0,51,0,0,52,20,53,0,43,0,50,66,23,33,10,67,32,30,21,30,24,13,83,12,20,30,34,43,70,0,8,49,0,27,64,19,44,74,6,52,59,32,6,30,26,57,24,0,0,52,46,0,40,8,9,32,12,24,0,0,0,25,25,24,56,0,82,32,0,39,24,41,15,0,0,77,51,49,21,72,41,32,32,40,17,100,46,19,77,62,0,32,28,71,0,21,37,100,20,60,0,0,34,51,90,0,72,51,0,36,34,5,75,60,0,82,44,13,50,34,72,29,60,0,9,67,13,54,49,41,41,0,38,34,25,51,15,55,41,0,0,0,42,0,24,21,0,68,47,24,12,0,29,0,29,58,27,55,0,0,0,62,33,87,68,0,30,87,0,52,0,46,31,14,0,80,94,73,6,20,0,0,55,0,12,34,0,27,76,54,0,60,0,17,0,23,12,11,22,0,25,58,0,100,18,0,0,0,85,0,45,43,16,26,0,29,20,15,27,8,98,39,0,0,36,36,0,84,19,8,25,0,77,18,12,76,40,0,74,0,0,32,0,0,36,37,52,53,0,0,0,48,6,15,0,0,0,31,0,22,0,8,65,0,67,0,10,0,0,20,42,0,0,0,53,0,39,55,62,8,61,61,25,38,0,0,0,43,38,71,0,53,80,33,0,48,83,9,0,34,22,15,100,0,1,66,67,15,30,0,0,0,39,69,0,33,0,0,0,15,16,14,43,27,34,0,45,0,22,0,81,38,18,41,53,25,0,0,0,40,0,0,0,75,47,0,61,9,0,12,26,61,36,32,33,0,76,37,50,21,25,34,0,35,48,25,5,36,16,59,100,47,26,34,57,54,91,14,26,0,0,0,40,24,0,47,12,31,13,45,35,38,64,85,14,27,0,75,40,30,0,14,0,15,81,0,0,49,19,61,20,0,0,0,53,21,0
15,2019-04-21,71,7,26,27,32,80,46,17,72,0,0,32,31,76,56,24,24,55,0,77,52,0,20,0,20,95,11,59,0,60,25,0,46,33,29,15,11,77,20,0,0,12,0,41,72,0,0,42,28,19,0,49,41,0,40,0,25,39,54,26,0,55,0,27,37,0,46,48,27,16,40,13,25,60,0,59,26,33,61,61,33,43,35,14,2,57,48,49,50,62,0,34,17,38,83,74,18,24,66,78,35,75,49,62,31,40,52,0,23,22,78,9,20,29,33,28,25,0,32,41,0,54,87,37,22,75,0,8,55,31,6,0,50,19,13,43,0,30,0,10,0,8,17,74,36,35,17,0,23,18,12,16,64,33,61,31,0,36,47,20,0,0,40,49,21,10,14,47,0,31,31,39,0,0,67,28,76,91,0,16,13,72,0,21,0,20,0,0,32,0,35,100,0,25,0,0,0,47,36,2,60,20,69,72,33,32,0,17,53,10,67,0,18,60,49,53,60,58,26,24,56,33,12,32,0,80,40,0,0,0,0,25,72,61,0,49,63,24,23,24,35,0,23,72,52,34,0,78,51,57,32,85,58,0,60,71,0,0,0,28,60,15,0,61,81,51,12,21,0,100,70,0,23,8,13,36,68,33,0,33,30,17,0,75,34,43,59,33,24,53,100,45,17,0,51,0,73,24,21,56,23,38,0,43,0,15,41,3,95,0,0,18,0,78,0,79,19,21,0,10,72,42,44,56,26,0,57,0,7,15,0,25,52,0,21,83,0,0,27,47,9,16,0,43,0,61,50,33,51,56,48,0,80,0,14,0,0,88,49,7,82,0,51,36,62,54,46,7,59,50,0,43,0,0,0,42,31,63,27,52,94,46,0,32,72,9,0,0,33,30,83,0,1,60,83,15,58,100,25,14,35,0,0,64,0,0,15,29,32,0,37,13,100,0,32,0,43,0,65,41,17,32,58,24,0,81,0,0,27,20,0,75,61,20,30,17,96,12,51,47,36,32,0,0,0,12,0,21,28,69,0,69,42,35,1,0,31,55,49,46,0,37,40,52,68,14,0,0,34,0,0,0,100,15,0,47,39,66,38,28,31,67,10,79,0,36,0,24,0,27,0,0,45,5,91,48,20,61,39,0,39,0,0,25,0
16,2019-04-28,76,0,13,70,8,52,68,27,59,0,86,11,47,68,42,24,40,50,79,79,52,0,19,39,19,0,23,62,0,24,24,0,73,33,76,37,12,46,100,0,25,10,57,65,47,0,0,42,41,43,0,29,81,24,13,95,17,45,0,7,0,59,0,0,36,18,9,16,0,16,39,13,25,0,0,58,0,32,73,55,41,43,34,14,1,38,47,53,0,61,19,34,100,76,51,49,16,0,32,26,51,45,10,65,15,44,31,0,35,35,85,10,0,0,71,36,50,100,32,98,0,13,84,18,0,67,0,12,59,15,24,29,37,0,38,42,0,47,22,28,0,7,0,21,18,19,34,27,23,12,60,10,60,0,78,31,48,38,23,20,29,0,80,60,49,10,14,0,0,31,0,0,17,0,59,16,80,47,0,31,13,100,47,51,36,39,19,58,0,0,32,0,35,0,35,50,0,59,43,4,94,19,34,79,54,100,32,100,35,56,25,0,22,56,24,79,41,45,52,24,74,0,12,25,45,66,19,0,0,0,0,25,71,100,0,74,63,0,35,24,14,0,25,46,26,21,30,0,51,75,0,39,60,48,88,81,0,0,47,30,15,20,0,75,86,55,12,20,0,42,37,0,31,50,37,44,63,71,23,45,30,67,0,37,11,21,29,0,0,62,0,65,0,48,25,0,77,72,56,56,31,12,0,71,19,0,37,8,0,19,0,0,69,49,0,81,0,13,12,7,80,65,30,37,0,32,61,100,7,15,1,50,43,18,15,31,0,0,0,70,6,18,15,21,0,30,0,22,83,71,47,0,74,0,24,78,0,58,49,17,81,0,0,71,38,94,35,37,39,54,49,80,0,0,0,0,20,68,27,0,31,19,0,39,53,18,0,0,0,24,69,31,1,74,52,15,29,0,0,42,29,33,39,0,34,42,0,100,18,0,42,13,0,0,12,0,0,0,69,33,0,32,40,24,0,0,24,0,0,0,100,62,69,0,60,17,0,24,25,52,35,0,0,0,0,35,12,14,28,25,0,53,46,30,2,0,45,69,37,27,0,37,87,40,91,28,25,0,11,0,0,0,0,15,24,30,13,66,26,60,15,76,10,0,0,18,0,25,0,13,0,52,68,11,30,0,20,87,0,47,39,0,0,18,0
17,2019-05-05,69,4,13,35,16,55,23,6,24,10,0,43,37,68,42,48,16,34,80,78,0,0,59,0,20,11,23,55,0,24,20,0,43,99,10,82,13,51,20,0,50,18,38,12,24,0,0,40,69,22,0,15,0,0,27,48,29,18,54,13,0,74,0,16,43,72,55,16,54,48,69,18,12,0,0,65,0,16,18,53,50,43,46,42,1,19,36,45,0,37,20,0,34,19,41,0,21,24,20,26,46,33,20,84,78,39,31,30,12,37,80,19,0,0,52,39,37,0,8,67,14,0,68,9,22,67,3,43,55,21,19,0,38,0,17,0,0,65,0,9,0,12,0,42,18,23,51,54,12,12,36,27,50,0,68,94,97,41,47,0,7,62,0,56,42,10,7,24,0,73,0,39,25,0,46,35,67,49,0,0,13,83,0,21,54,59,0,0,0,24,33,50,18,0,0,100,0,71,37,1,52,59,0,73,49,32,0,50,62,19,63,0,32,44,12,0,60,36,26,48,28,0,0,21,15,27,60,23,0,0,41,25,0,0,0,40,52,47,47,36,21,0,24,46,13,23,30,26,0,34,32,45,60,0,30,79,0,0,0,18,30,13,9,66,76,47,12,26,19,14,22,0,23,92,0,45,65,42,0,72,15,17,0,37,11,32,59,33,24,57,33,30,0,24,0,0,74,24,50,70,39,50,32,36,0,0,100,5,0,77,54,18,17,64,0,84,28,26,37,10,66,60,27,19,26,0,46,0,27,46,1,0,52,0,16,42,0,0,0,47,6,15,0,85,57,0,0,22,0,8,64,0,74,0,0,39,0,29,74,12,33,51,0,0,56,67,15,15,39,32,24,48,0,0,97,42,47,62,0,52,47,26,27,22,36,9,0,0,11,15,33,31,1,83,55,30,39,0,0,14,29,0,0,95,0,0,15,29,8,0,38,39,33,0,8,0,42,0,61,22,52,24,40,0,0,20,48,0,0,20,0,67,87,20,100,17,0,24,25,54,18,21,0,0,0,60,25,56,4,28,0,28,51,25,3,0,0,67,28,9,0,42,8,44,81,28,0,0,45,0,0,23,0,0,12,41,0,0,15,28,16,77,17,26,0,36,0,23,0,27,0,75,51,20,30,0,14,53,0,0,39,0,0,44,0
18,2019-05-12,72,5,13,36,16,54,24,17,37,0,45,44,34,67,0,100,25,62,0,69,0,0,30,0,0,22,0,55,0,12,66,0,51,51,49,15,15,46,21,0,0,10,79,30,25,0,0,38,0,12,0,25,0,49,28,0,22,31,56,20,35,77,0,22,38,28,19,16,56,16,41,32,13,0,0,59,81,17,57,70,34,33,48,43,0,20,49,25,0,77,20,0,17,20,43,0,13,0,41,27,60,34,30,74,16,66,11,31,48,19,80,11,20,0,54,69,39,26,33,46,0,0,72,0,45,57,9,28,56,43,19,0,26,19,11,0,0,43,0,20,0,14,9,54,12,32,53,0,24,6,38,21,60,34,68,0,0,36,49,0,15,97,0,62,22,0,57,73,0,11,64,41,9,0,48,22,91,51,0,48,0,65,0,21,19,40,0,61,0,25,34,0,0,25,0,69,43,86,45,3,98,61,0,84,39,24,17,69,27,30,48,0,23,49,76,27,74,43,27,74,38,0,0,11,47,0,61,12,0,0,43,0,49,21,0,57,55,0,24,37,14,53,22,32,13,20,31,0,0,39,99,29,54,100,0,78,0,26,0,20,93,10,28,65,81,77,13,15,20,44,50,0,20,43,0,83,60,57,48,47,31,18,0,100,12,11,23,0,25,57,0,30,0,0,0,0,70,100,31,58,32,39,0,89,20,15,56,8,0,40,56,0,18,69,0,79,38,13,64,3,72,37,31,38,14,0,32,0,28,48,1,26,27,0,14,75,0,0,0,24,0,16,0,0,0,32,0,28,35,41,25,0,68,37,5,0,0,61,25,10,51,0,0,0,60,28,57,8,20,80,51,100,0,0,100,43,45,65,0,0,16,30,28,33,64,0,0,34,11,15,28,16,1,55,57,0,100,0,0,58,39,0,0,66,0,0,8,30,16,41,36,40,34,0,12,0,0,0,67,15,0,8,89,50,22,21,50,0,0,0,35,64,42,0,78,18,0,37,26,67,18,54,0,53,0,37,64,22,42,29,30,58,53,31,1,36,94,67,25,57,0,41,58,50,91,29,0,0,12,0,0,0,0,16,0,35,0,57,23,5,0,58,21,27,0,28,0,54,0,41,0,78,81,14,0,0,14,61,0,0,40,0,0,62,0
19,2019-05-19,67,2,53,33,24,58,12,11,61,11,0,11,36,40,100,74,58,25,55,63,0,0,30,40,100,32,0,52,0,49,15,0,42,17,58,69,8,44,41,0,0,24,0,29,24,0,0,37,99,7,86,50,0,24,27,0,20,40,56,60,0,74,53,11,50,28,0,16,0,33,51,5,25,0,0,63,0,100,12,52,51,47,12,29,2,19,24,29,0,38,10,0,0,19,95,25,21,25,54,26,49,57,10,83,48,45,32,30,36,34,72,12,40,0,63,29,26,0,8,39,15,14,56,19,22,61,6,40,55,16,13,61,26,0,16,0,0,67,69,19,0,10,9,43,24,24,17,0,12,25,12,18,61,0,71,64,0,38,0,41,30,0,82,57,14,20,21,0,0,32,0,40,9,0,56,19,66,31,0,16,14,50,0,32,0,0,0,0,0,50,34,0,18,0,0,17,0,48,37,2,75,30,0,71,66,24,0,34,54,15,34,0,14,51,0,54,49,64,27,73,19,34,0,29,15,14,51,0,0,0,0,26,0,0,0,33,67,72,60,12,14,0,25,26,66,35,0,27,0,27,33,29,54,0,0,72,0,0,0,20,0,11,28,60,74,20,6,19,20,15,66,0,16,60,13,18,63,74,0,47,15,52,0,53,23,66,7,0,49,59,33,39,18,25,26,0,71,25,42,61,24,64,0,66,0,61,45,4,0,59,0,54,36,38,0,81,0,21,0,3,66,24,20,57,54,33,42,0,21,16,1,26,62,0,15,64,22,0,0,24,6,14,63,66,58,0,0,22,17,8,90,0,69,0,5,0,43,40,33,10,0,0,0,0,61,62,26,8,20,42,25,55,0,0,99,0,62,65,28,0,16,37,0,18,37,19,0,34,11,45,71,63,0,68,78,0,20,0,0,43,42,0,0,65,35,0,0,44,13,27,35,27,0,0,16,0,0,51,51,19,18,33,71,0,0,0,49,39,0,0,0,67,47,0,87,9,0,0,0,81,0,43,33,0,0,37,50,36,25,45,0,32,67,56,1,0,47,53,37,19,26,33,24,62,88,14,79,0,23,0,0,24,0,32,12,53,0,34,31,33,48,66,7,27,0,47,0,21,0,41,37,31,70,12,62,0,12,88,40,0,67,29,0,12,0
20,2019-05-26,66,0,0,34,8,68,35,12,12,21,45,45,38,52,15,25,68,75,0,41,0,0,41,41,61,22,12,47,0,0,10,0,88,69,20,39,12,34,31,0,0,16,20,38,25,0,31,37,0,18,0,35,0,0,0,49,15,40,0,41,0,45,0,11,25,9,48,33,0,17,82,9,26,0,0,54,27,0,44,52,60,36,72,0,1,39,25,26,0,39,0,0,52,20,32,77,16,0,37,0,60,61,20,52,16,36,0,0,36,35,71,9,41,90,54,12,45,0,25,33,15,14,53,10,0,63,6,28,60,22,45,31,65,58,10,0,0,40,0,39,0,9,18,54,37,36,18,0,24,25,25,12,57,0,44,0,0,38,49,0,8,32,0,63,37,0,43,0,0,11,65,41,0,0,42,12,87,40,0,32,14,51,0,21,37,0,0,61,100,0,33,0,0,0,0,0,0,37,33,2,54,71,0,71,51,22,17,52,46,0,57,0,14,37,0,0,31,35,41,49,0,69,0,18,16,28,41,12,0,0,0,52,74,42,0,47,38,24,49,25,15,53,18,23,27,28,31,0,0,63,17,35,58,25,0,68,0,26,25,32,31,10,0,64,74,74,32,16,0,15,62,0,16,43,13,56,57,58,24,41,0,18,0,23,24,56,38,0,0,60,0,27,0,0,0,0,75,0,31,69,8,0,100,37,20,31,47,5,0,20,0,55,18,36,100,82,77,11,0,7,64,25,12,77,14,0,64,0,35,16,0,26,36,0,8,97,33,0,0,74,12,16,48,22,0,0,0,23,17,33,83,0,67,0,0,41,0,20,8,5,17,0,0,0,49,42,26,15,41,38,0,73,43,42,0,43,28,64,0,0,48,20,0,34,47,9,0,0,11,10,26,0,1,71,68,0,0,0,0,72,29,0,41,33,0,0,0,30,22,14,35,27,35,0,21,37,44,51,59,19,0,8,42,0,22,21,25,0,28,0,0,71,69,21,26,27,0,0,0,59,0,22,100,0,0,12,13,65,29,29,0,36,49,21,2,36,0,64,20,19,0,34,8,13,79,29,0,0,47,0,0,0,0,16,0,51,14,11,23,10,49,59,3,41,0,38,0,19,0,0,0,31,75,14,31,0,12,76,41,0,14,0,0,26,100
