,Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BF.B,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BRK.B,BSX,BWA,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTVA,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DOW,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLS,FLT,FMC,FOX,FOXA,FRC,FRT,FTI,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HBI,HCA,HD,HES,HFC,HIG,HII,HLT,HOG,HOLX,HON,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,HWM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,JWN,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTD,MU,MXIM,MYL,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NI,NKE,NLOK,NLSN,NOC,NOV,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,O,ODFL,OKE,OMC,ORCL,ORLY,OTIS,OXY,PAYC,PAYX,PBCT,PCAR,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TEL,TFC,TFX,TGT,TIF,TJX,TMO,TMUS,TPR,TROW,TRV,TSCO,TSN,TT,TTWO,TWTR,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,V,VAR,VFC,VIAC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WRK,WST,WU,WY,WYNN,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZBRA,ZION,ZTS
62,2017-03-12,73,4,0,16,11,62,0,12,0,39,19,36,40,30,11,21,47,42,0,78,0,0,25,0,0,0,15,51,0,10,17,0,44,83,84,69,24,10,0,0,0,22,0,46,24,0,0,46,12,14,0,7,0,0,0,0,6,35,0,16,33,65,0,4,32,0,24,18,0,34,49,20,12,0,0,80,100,0,43,54,44,6,41,63,0,0,51,48,0,33,36,33,0,10,89,0,68,0,19,0,41,10,9,83,29,36,11,0,22,51,79,8,0,0,54,21,10,0,10,78,0,27,41,0,32,59,5,35,53,8,32,24,22,27,15,0,0,54,17,0,44,4,23,14,25,47,22,0,26,0,0,8,72,0,97,10,0,33,49,0,0,0,0,38,8,0,23,59,0,18,60,0,30,0,37,7,77,35,0,23,0,52,0,25,37,25,18,0,32,12,32,19,45,0,22,23,0,24,41,4,53,62,25,58,46,22,0,0,19,22,62,0,13,60,55,0,75,57,15,0,63,20,0,24,0,34,12,27,18,29,0,0,0,0,0,61,50,48,4,32,4,31,32,29,0,58,0,0,0,57,37,23,63,16,25,67,0,17,0,15,13,20,0,68,78,60,0,15,0,0,15,0,22,60,0,32,70,49,0,53,51,21,0,89,0,18,34,0,0,62,0,8,0,41,0,0,76,0,50,38,20,35,0,64,17,0,32,3,0,19,0,45,58,21,0,91,30,11,23,11,61,42,8,49,10,0,30,0,0,15,1,0,24,38,7,33,24,0,0,0,6,15,10,35,0,0,0,25,61,8,29,0,64,19,0,59,0,23,18,2,18,0,0,0,56,34,25,16,0,74,0,46,0,33,0,25,18,52,48,0,50,16,44,36,22,12,0,0,16,0,12,36,1,66,41,0,43,0,0,22,37,0,0,26,0,0,0,0,15,48,35,12,0,0,10,0,31,0,54,44,17,18,52,0,36,0,0,33,0,35,0,70,24,24,48,39,0,27,18,42,34,40,0,22,0,40,10,43,9,19,0,5,37,21,1,0,25,35,20,16,19,33,69,58,58,15,20,0,0,27,0,0,0,0,11,30,0,28,15,36,23,72,11,10,0,50,21,15,0,0,29,61,33,10,0,0,13,68,42,0,24,0,0,14,43
63,2017-03-19,72,0,7,18,5,51,0,31,36,40,58,37,38,36,0,21,47,34,30,65,0,0,0,0,34,9,0,57,0,0,24,0,38,28,36,58,15,6,6,0,0,23,49,54,0,0,0,46,6,10,0,14,57,23,0,83,5,38,0,22,0,59,40,0,26,0,24,0,39,12,50,0,12,0,0,78,0,33,33,46,18,4,0,32,0,0,26,54,61,34,0,0,16,60,40,25,43,0,23,14,22,10,27,70,29,58,11,23,0,45,84,2,0,0,58,24,25,28,48,41,0,14,42,11,0,51,2,42,52,4,7,0,57,14,21,0,0,58,0,7,0,4,47,28,25,62,91,0,0,0,13,8,72,0,72,2,0,32,17,66,8,0,0,36,64,22,16,60,0,55,20,0,20,0,42,3,65,29,0,15,18,68,0,12,19,25,18,0,0,24,34,0,0,0,45,12,59,48,42,6,58,72,0,52,46,20,61,0,20,22,68,0,26,70,11,50,57,32,15,54,36,20,0,24,75,17,24,55,19,29,0,24,12,17,0,62,66,0,23,16,7,32,24,20,0,31,0,0,0,38,25,14,61,16,0,70,0,33,0,25,6,17,21,64,80,72,14,19,0,41,21,0,29,23,0,39,86,16,16,41,52,22,0,58,18,27,17,33,20,53,0,8,0,0,0,7,79,23,60,38,51,9,0,47,17,14,32,5,0,19,0,15,29,11,0,91,45,10,15,15,63,30,4,30,20,32,27,0,0,0,1,0,24,26,4,38,8,0,0,34,14,14,27,18,0,0,0,58,12,8,51,0,68,0,0,60,0,16,9,4,0,61,0,25,63,40,30,24,21,58,0,21,0,0,0,26,37,50,0,0,50,36,0,41,22,12,29,0,16,6,17,0,1,65,35,0,31,0,0,11,49,0,0,0,0,0,0,0,20,49,32,37,0,0,16,42,16,29,52,31,17,18,68,45,18,0,0,0,0,0,0,65,51,0,31,32,0,27,0,38,0,20,0,0,0,10,50,26,6,39,0,2,46,14,0,0,62,39,14,33,0,40,52,38,61,45,0,0,46,27,0,0,79,0,0,21,0,38,12,21,12,67,8,0,0,30,0,16,47,0,0,80,57,7,0,0,14,36,14,0,0,25,0,14,0
64,2017-03-26,71,4,14,18,5,37,15,12,24,0,19,46,37,36,23,0,28,45,15,57,0,0,0,35,17,9,22,57,0,20,3,0,31,56,28,64,21,14,19,0,12,14,0,42,0,25,0,46,12,6,0,4,0,46,24,27,7,61,40,39,67,65,0,4,80,0,16,36,0,34,42,7,0,0,0,80,77,33,60,42,80,5,42,48,0,0,39,49,30,17,24,0,0,20,40,0,33,0,34,14,36,27,55,58,14,58,0,0,11,76,90,13,0,0,18,21,10,0,29,59,0,0,37,11,33,61,2,30,50,0,20,0,11,28,22,0,0,36,35,7,0,4,12,42,38,34,23,0,13,6,13,8,63,0,67,2,0,34,34,17,0,0,63,32,41,11,31,41,0,55,0,0,0,0,40,14,68,29,0,0,19,61,0,25,0,13,18,0,0,12,29,20,31,0,0,12,30,12,34,2,54,82,25,53,17,13,46,41,25,0,69,0,9,62,34,25,77,53,31,18,18,0,0,39,13,53,12,14,19,0,0,74,37,35,0,57,64,0,14,33,11,32,28,10,14,50,0,0,0,35,38,19,62,49,0,64,0,34,0,11,7,16,21,65,88,61,14,18,0,14,13,0,33,69,19,13,74,55,0,60,88,22,0,58,36,0,61,0,0,56,26,6,0,21,0,0,84,46,40,72,10,27,0,18,35,0,41,1,0,0,0,31,0,16,0,87,45,13,31,27,70,37,5,30,10,97,40,0,0,0,0,0,24,13,3,55,0,0,0,0,12,15,21,18,0,0,0,19,50,8,44,0,76,0,0,30,29,0,54,4,0,0,0,26,53,46,41,8,21,36,34,48,0,0,0,52,28,53,0,24,13,23,23,15,0,0,0,0,0,6,7,56,0,65,45,21,6,0,25,34,48,69,0,26,29,0,0,0,3,48,34,12,33,35,0,0,32,30,45,43,0,0,32,0,18,15,65,0,0,0,0,74,58,0,21,24,0,0,18,53,18,21,0,68,0,0,10,9,0,15,0,5,63,47,1,20,25,40,12,17,0,41,79,42,58,30,41,0,12,0,0,0,0,21,0,27,0,58,16,58,24,72,15,20,0,51,21,13,0,0,0,56,84,5,0,0,16,56,29,0,12,0,0,14,44
65,2017-04-02,73,0,0,19,16,49,0,0,36,19,0,36,42,51,23,83,28,39,15,61,0,0,0,0,66,17,59,56,0,20,13,0,46,70,35,44,20,21,6,90,0,24,24,46,71,25,0,49,18,18,0,4,0,0,12,27,5,27,0,38,0,82,0,8,39,0,16,18,38,34,21,0,12,0,0,80,25,16,22,55,62,3,52,16,0,0,77,71,0,8,12,0,16,29,49,24,29,0,31,40,33,25,18,63,0,16,21,0,0,51,87,6,0,0,11,18,34,0,10,51,0,13,37,11,0,57,7,24,51,12,13,0,11,14,10,0,0,41,0,7,44,4,35,14,18,33,0,16,26,100,13,6,68,0,50,0,0,33,16,16,0,0,0,38,32,11,23,40,0,27,40,0,0,49,50,7,70,24,33,15,0,72,0,25,37,25,54,0,0,24,32,0,15,0,0,23,0,47,42,8,53,71,0,50,25,22,30,0,34,11,19,44,21,58,0,0,50,43,30,18,36,0,0,14,0,17,36,54,37,58,0,48,0,51,0,56,54,48,4,48,14,63,29,17,14,36,57,0,0,42,0,14,64,16,0,59,0,17,0,19,0,15,31,71,88,49,5,23,0,0,20,26,18,60,0,13,80,27,0,53,17,21,0,32,9,18,43,0,20,55,0,5,0,0,0,0,89,22,39,45,30,26,0,35,0,0,43,8,0,75,0,15,29,21,0,87,30,19,15,8,70,30,10,40,30,0,30,0,10,0,0,0,32,13,5,42,0,0,0,0,12,14,21,53,46,0,0,25,24,0,73,0,68,0,0,30,0,38,44,0,12,0,0,0,81,34,45,24,0,35,0,26,0,0,0,0,42,50,0,0,0,49,44,33,54,0,0,33,47,6,14,0,1,70,20,20,31,0,25,22,51,0,43,26,28,0,0,30,15,24,30,0,0,0,26,0,16,0,45,52,0,18,47,0,36,0,0,0,0,0,0,72,31,49,58,24,0,27,18,54,17,10,0,22,24,30,20,77,3,28,0,2,70,46,0,0,25,38,13,8,19,44,43,75,63,15,40,0,11,0,0,0,0,20,22,24,0,9,15,21,12,72,11,0,0,20,0,17,0,0,0,55,39,2,0,0,12,54,14,0,12,25,0,25,0
66,2017-04-09,77,0,8,17,0,60,0,6,25,0,61,29,42,47,0,0,49,47,0,62,0,0,0,0,35,0,46,55,0,42,14,0,35,44,0,20,26,16,0,0,0,20,26,52,100,0,0,68,6,14,0,15,0,24,0,29,9,43,0,17,0,52,0,4,14,0,8,0,0,12,29,29,0,50,0,100,0,17,40,40,28,6,11,50,0,0,0,42,0,9,0,34,0,31,42,0,63,0,41,14,34,20,10,82,30,49,22,48,0,58,91,13,63,21,38,13,47,29,10,27,0,43,34,11,34,61,8,44,48,8,7,0,36,29,2,0,0,58,0,7,0,4,25,44,0,60,0,0,28,47,13,9,64,0,69,0,0,30,0,35,0,0,0,49,25,11,25,21,0,29,0,0,0,0,44,0,79,32,0,0,0,72,0,0,0,0,19,31,0,13,38,0,16,0,0,12,0,0,31,6,48,76,0,51,44,7,0,29,26,12,56,0,22,69,12,0,33,29,16,19,19,64,0,40,13,37,38,43,39,31,36,51,13,0,0,40,67,0,0,34,11,34,33,16,0,56,0,0,0,53,40,20,64,34,0,77,0,18,34,10,0,27,0,80,84,80,5,23,46,0,24,0,12,64,19,27,84,43,0,59,91,0,0,43,28,28,9,0,0,51,0,6,0,0,0,0,88,72,51,37,21,9,31,44,18,0,43,2,0,60,0,16,31,20,0,87,32,13,16,20,58,64,7,53,32,0,16,0,20,0,0,21,0,14,4,26,26,0,0,0,19,15,56,0,0,0,44,27,13,9,31,0,74,0,4,0,0,16,85,9,26,0,0,53,91,30,37,0,22,28,0,44,0,0,47,27,36,56,25,0,13,31,0,12,35,0,31,35,0,13,10,19,0,55,62,0,26,44,0,24,36,0,0,0,0,0,0,0,11,0,35,13,34,0,16,0,17,0,50,34,0,19,33,0,19,15,0,35,20,0,0,79,63,0,77,67,0,0,57,60,18,21,0,0,0,86,21,64,3,16,0,3,61,30,100,20,13,21,14,26,0,42,37,66,68,16,42,0,0,0,0,36,0,7,12,13,0,20,10,33,25,68,20,0,0,32,0,5,0,16,0,65,49,10,0,0,12,64,0,0,13,0,0,27,0
67,2017-04-16,77,2,37,19,11,69,0,12,12,0,0,28,36,24,23,0,38,50,31,63,0,0,0,36,85,0,30,51,0,10,10,0,34,86,7,39,20,14,7,0,13,9,50,35,0,26,0,61,13,15,0,11,0,23,36,28,6,56,0,28,34,56,0,12,27,0,33,18,78,12,36,14,0,0,0,77,0,50,22,50,36,2,11,49,0,0,26,50,0,51,0,0,17,20,50,0,50,18,40,28,30,22,37,60,29,27,0,23,23,52,84,2,20,20,37,12,56,28,0,31,0,14,37,22,33,52,2,30,48,12,13,50,46,14,6,0,0,64,0,0,45,4,0,14,19,68,0,17,13,17,0,7,66,0,52,0,31,30,17,17,0,0,0,43,57,33,0,61,0,18,21,33,0,0,51,10,79,34,0,23,0,69,0,64,0,0,37,0,0,12,36,20,15,0,0,0,0,12,46,3,43,64,0,63,47,22,15,28,10,0,59,46,17,63,23,25,90,25,0,36,19,0,0,29,0,89,24,14,19,30,0,49,13,35,0,58,46,74,0,16,15,32,28,15,14,49,29,0,0,39,13,48,64,0,0,65,0,0,0,25,7,22,0,63,75,54,5,18,0,0,31,0,11,15,0,20,59,25,0,51,18,44,0,50,18,18,26,0,0,59,0,7,0,0,0,0,86,69,20,52,21,27,0,42,18,0,41,6,0,0,32,31,15,5,0,89,30,10,15,12,74,37,5,61,10,32,15,0,10,0,1,20,24,13,22,47,17,0,65,0,10,14,22,36,0,25,84,26,25,8,37,0,83,0,8,31,59,16,55,4,12,0,0,0,75,46,52,25,21,36,0,69,0,0,0,0,53,53,49,24,13,27,0,30,0,0,0,0,32,12,35,56,0,57,49,0,44,0,26,35,41,0,0,80,0,0,0,61,21,0,32,0,0,0,26,0,32,0,53,28,18,9,53,0,19,0,0,34,0,18,0,71,37,0,49,24,0,0,0,76,18,52,0,46,50,52,0,0,6,18,0,5,47,32,23,0,38,27,18,17,0,48,35,49,81,0,0,0,0,0,87,0,0,7,0,38,0,68,16,32,24,69,23,20,0,31,21,7,0,16,30,81,71,8,0,0,16,60,0,47,24,0,0,20,0
68,2017-04-23,69,6,22,18,11,60,0,0,24,20,39,18,36,54,35,0,47,34,30,54,0,0,0,0,33,0,15,50,0,40,7,0,27,42,28,19,20,24,6,0,12,10,0,58,0,0,0,38,15,21,45,14,0,23,24,0,8,49,40,28,34,59,0,8,46,0,32,36,38,23,56,21,25,0,0,61,0,0,49,57,36,3,73,48,0,48,39,62,60,59,12,0,0,10,60,0,46,0,31,54,35,73,45,65,0,32,32,0,34,33,79,8,0,0,36,18,60,28,19,46,0,55,40,21,0,50,0,18,55,24,20,0,23,0,12,0,0,58,17,7,0,5,47,28,13,67,46,100,13,11,0,7,80,0,66,5,0,28,50,33,8,0,31,39,32,0,47,20,0,55,0,0,20,0,38,17,74,35,33,8,18,63,28,0,56,26,18,0,0,24,34,20,15,0,46,24,0,36,53,6,46,36,0,50,54,48,15,0,29,11,44,0,17,65,22,100,64,52,46,0,9,0,0,24,38,52,24,14,0,0,34,49,37,52,0,59,53,49,9,81,25,0,26,53,0,24,0,17,0,43,25,24,59,49,0,64,0,17,0,14,32,23,21,56,77,57,5,25,22,27,21,0,37,23,0,33,70,39,16,80,52,0,0,58,9,18,70,0,0,60,0,12,0,0,24,7,79,0,23,31,51,9,59,42,0,14,42,5,0,0,0,0,30,29,0,84,0,22,23,23,74,43,12,10,20,0,18,0,10,0,1,0,48,0,9,55,8,0,64,0,12,14,11,18,0,49,0,0,37,0,59,0,68,0,0,0,0,63,27,4,24,0,0,25,57,46,41,8,0,22,0,79,43,34,0,26,28,53,0,72,0,20,45,33,44,0,0,0,32,18,22,37,1,57,52,0,25,83,25,11,24,34,43,0,0,0,6,0,36,0,26,25,65,0,16,43,48,0,50,33,18,9,32,0,55,0,49,0,20,18,0,76,53,0,35,48,0,46,18,34,18,82,0,0,0,41,30,52,9,38,22,2,59,100,7,0,38,21,22,33,40,42,52,42,61,30,20,0,35,0,0,0,0,7,0,54,0,29,9,84,0,79,27,20,0,41,42,8,0,0,29,49,47,22,25,0,15,59,29,0,60,0,0,17,43
69,2017-04-30,70,4,15,43,5,48,15,0,37,0,0,55,35,52,35,21,57,27,0,58,0,0,0,0,17,9,22,53,0,31,24,0,68,28,7,64,7,15,13,0,0,12,25,66,24,0,0,42,12,25,91,15,0,23,36,28,6,32,0,33,0,60,41,0,40,0,16,0,0,12,29,56,0,0,0,61,26,17,28,70,72,4,21,0,0,0,39,50,0,51,0,0,16,20,70,25,57,0,37,14,32,23,46,72,29,75,22,23,23,56,81,11,61,0,48,18,50,0,10,75,0,28,41,0,33,54,5,21,49,33,20,0,34,0,20,0,0,50,0,7,0,4,24,42,19,68,0,17,13,17,13,4,69,0,59,2,0,29,17,100,16,0,32,34,49,11,32,20,0,37,0,0,30,0,45,24,67,34,33,16,9,56,0,51,19,26,0,0,0,48,39,0,31,0,0,36,30,49,38,8,39,9,25,58,38,27,0,14,20,23,39,0,35,62,34,50,45,50,15,36,18,20,0,24,13,53,37,0,19,30,0,25,0,18,0,67,49,25,9,49,4,65,27,37,14,34,0,17,0,43,25,10,57,0,0,71,49,0,0,13,13,19,42,63,93,50,9,19,22,0,8,0,19,69,19,26,74,44,16,54,53,22,0,50,27,18,53,0,20,60,26,8,0,0,25,7,71,0,34,39,62,18,0,42,17,0,70,6,0,38,0,16,60,14,0,82,15,15,15,4,71,31,9,51,41,0,34,0,0,0,0,20,32,26,4,25,8,0,0,34,8,13,16,36,0,25,84,20,38,8,37,0,51,20,4,0,0,39,36,2,12,0,0,26,40,69,36,49,43,31,0,90,0,34,0,26,37,56,25,0,13,13,23,49,11,0,0,0,0,6,17,46,1,87,56,21,25,0,0,23,39,70,0,27,0,0,0,30,5,24,31,25,0,0,5,0,0,0,52,35,0,0,48,0,19,0,0,0,39,0,0,69,51,50,49,8,0,19,18,46,18,41,0,23,0,10,40,62,3,50,22,0,63,54,5,20,76,42,15,34,20,54,35,42,75,61,0,0,23,0,0,0,0,7,22,36,0,19,19,26,60,70,0,30,0,72,21,16,0,32,30,50,67,5,0,0,14,49,29,0,36,25,0,29,0
70,2017-05-07,66,4,7,32,0,68,15,19,12,20,0,47,26,34,12,21,58,43,0,54,0,0,77,0,17,18,30,49,0,31,10,0,39,29,44,72,4,15,20,0,0,12,25,36,0,0,0,36,13,23,0,11,0,23,12,28,6,34,0,23,35,61,0,8,14,0,17,19,0,24,7,14,25,0,0,57,26,17,28,39,27,5,43,33,3,24,26,41,62,43,12,0,100,30,71,0,38,18,26,14,36,14,47,67,44,27,11,0,0,48,77,9,41,0,30,22,36,0,49,100,0,14,38,22,0,53,5,19,49,17,27,25,47,0,18,0,0,49,0,0,0,4,49,29,26,30,0,17,0,17,0,10,64,0,69,0,0,28,0,34,8,33,0,35,25,11,0,0,0,47,21,0,21,0,31,25,68,30,69,0,0,52,0,26,0,53,0,30,0,12,29,0,16,0,0,0,0,12,41,2,40,56,0,53,26,22,94,0,46,12,55,0,9,55,35,0,26,42,16,19,0,21,0,40,39,0,12,43,0,30,71,25,0,18,0,49,44,25,9,17,11,0,26,15,14,36,0,0,0,56,0,19,57,34,0,69,0,17,0,21,13,7,0,63,79,55,10,16,23,14,24,0,15,47,19,34,59,31,16,61,54,22,0,51,9,9,27,0,20,59,0,8,19,0,25,0,73,24,47,42,32,45,0,31,36,0,21,4,0,0,0,16,31,8,0,85,31,13,31,8,63,38,14,62,21,33,25,0,0,16,2,21,17,0,7,48,26,0,0,18,2,14,6,37,0,0,0,87,13,17,30,99,61,0,9,31,30,8,28,0,25,0,0,0,61,29,37,42,0,28,0,76,0,0,0,0,35,53,25,0,26,34,23,46,11,0,0,35,16,18,15,47,0,67,36,0,45,43,0,47,19,0,0,0,0,0,0,16,24,25,31,25,33,36,11,0,0,0,34,27,0,10,49,23,19,0,33,35,20,19,34,62,60,0,32,17,0,19,0,37,0,21,0,47,0,42,41,45,12,42,22,2,52,37,5,20,0,42,16,17,41,45,27,43,51,31,42,0,0,0,44,36,0,14,12,38,0,60,0,38,24,62,8,10,47,63,0,16,48,16,0,57,31,18,26,0,16,57,0,0,25,0,46,9,45
71,2017-05-14,62,0,8,30,6,39,0,7,40,0,21,50,29,26,50,0,51,29,17,70,0,0,0,0,0,10,32,45,0,33,63,0,55,15,8,49,7,15,14,0,0,19,54,29,26,0,0,30,0,21,0,20,31,0,0,0,5,36,0,12,37,60,44,0,58,0,44,0,0,25,15,30,27,0,0,52,0,18,30,44,39,5,23,52,0,0,42,39,33,9,13,36,0,0,33,0,43,57,43,15,33,21,30,59,16,52,12,50,25,43,71,11,22,0,36,50,33,0,32,82,0,15,43,12,0,44,8,33,48,22,21,0,37,0,15,0,0,45,0,15,96,5,26,15,14,47,0,0,14,6,0,5,82,38,60,3,33,33,18,18,9,0,34,28,61,24,9,0,0,20,22,0,11,0,41,19,68,25,0,8,0,47,0,14,20,42,20,0,0,0,37,0,0,0,25,39,0,39,35,2,75,49,0,53,50,17,0,44,21,12,74,0,19,42,37,0,28,54,0,0,30,0,0,37,0,0,13,60,0,0,0,0,13,0,0,56,63,0,10,18,12,35,23,12,0,36,32,19,0,71,14,26,48,18,0,74,0,0,0,27,7,22,34,52,82,37,5,22,0,0,8,0,28,33,0,28,57,27,0,48,19,0,0,45,10,19,85,0,22,58,0,8,20,0,0,0,70,25,40,50,11,19,0,32,19,31,32,3,0,21,0,34,0,3,0,92,16,12,50,17,64,40,14,11,11,35,23,0,0,0,0,0,9,14,5,27,27,0,0,18,6,14,6,39,0,27,0,35,13,9,32,0,76,21,9,0,31,34,49,5,20,67,0,0,57,25,33,9,69,43,0,29,0,37,0,0,20,56,26,0,14,22,24,16,12,0,0,0,35,13,13,100,1,57,72,22,27,0,0,50,28,0,47,29,0,0,0,0,6,79,25,40,0,0,46,0,17,32,52,26,19,0,29,25,0,0,18,0,0,0,0,60,53,0,34,9,0,30,40,51,0,22,0,0,27,100,44,28,0,44,0,3,45,35,2,21,14,45,16,100,43,46,29,30,57,33,0,0,0,0,0,0,0,7,24,41,0,52,20,17,0,72,8,11,0,22,0,30,51,17,0,54,62,22,0,0,14,64,0,0,13,0,0,19,0
72,2017-05-21,62,0,24,23,6,41,0,0,40,0,21,10,29,37,25,0,10,22,17,57,0,0,0,0,37,0,57,41,0,100,26,0,35,31,24,63,4,28,36,0,14,19,0,34,53,0,0,31,10,29,50,12,31,0,13,30,6,37,0,49,75,68,0,9,37,0,27,20,0,0,31,30,27,53,0,59,28,36,73,43,79,6,12,71,2,0,43,59,0,37,0,0,0,33,55,0,29,0,53,0,37,6,20,65,16,41,12,0,13,59,77,2,0,0,28,20,61,31,32,67,0,45,34,12,73,50,5,20,47,13,22,0,38,0,15,0,0,71,0,8,0,4,13,31,0,43,0,0,0,19,0,5,64,39,47,0,0,29,0,37,9,0,35,34,36,0,52,0,0,30,0,36,11,56,39,11,78,28,0,17,0,84,0,69,21,14,20,0,0,27,31,0,0,0,0,0,0,80,30,9,60,50,0,51,32,22,17,30,22,0,43,0,0,47,25,0,42,47,34,20,51,22,0,27,56,19,0,46,41,33,0,0,14,19,0,63,44,0,20,18,12,71,26,16,31,33,32,0,0,64,14,21,51,18,0,64,0,0,0,15,7,10,12,51,84,59,5,15,25,15,14,0,12,25,20,22,100,30,18,29,58,0,0,46,40,20,10,37,22,55,0,11,0,23,27,0,71,51,41,34,23,19,0,79,19,0,37,5,0,21,0,17,33,18,0,85,17,9,17,25,66,13,7,33,23,71,27,0,0,0,1,0,27,14,6,42,0,0,0,19,7,14,18,40,0,0,46,14,14,9,49,0,62,0,9,33,0,9,20,2,14,0,0,0,68,69,39,9,0,49,0,47,48,0,50,0,51,58,0,0,28,44,25,16,37,13,32,0,0,13,11,41,1,60,73,23,14,0,28,50,16,0,96,58,0,0,0,0,17,27,21,27,0,39,29,0,0,0,50,30,0,20,58,25,0,32,18,0,43,20,0,56,32,0,31,35,45,0,40,41,19,23,0,100,0,68,0,19,40,28,0,5,60,32,1,0,14,37,18,37,22,36,48,42,81,17,22,0,26,0,0,77,0,8,0,30,0,43,7,6,26,74,8,11,0,45,0,16,0,17,33,75,59,8,0,0,14,63,0,0,40,0,0,19,0
