,Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BF.B,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BRK.B,BSX,BWA,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTVA,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DOW,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLS,FLT,FMC,FOX,FOXA,FRC,FRT,FTI,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HBI,HCA,HD,HES,HFC,HIG,HII,HLT,HOG,HOLX,HON,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,HWM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,JWN,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTD,MU,MXIM,MYL,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NI,NKE,NLOK,NLSN,NOC,NOV,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,O,ODFL,OKE,OMC,ORCL,ORLY,OTIS,OXY,PAYC,PAYX,PBCT,PCAR,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TEL,TFC,TFX,TGT,TIF,TJX,TMO,TMUS,TPR,TROW,TRV,TSCO,TSN,TT,TTWO,TWTR,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,V,VAR,VFC,VIAC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WRK,WST,WU,WY,WYNN,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZBRA,ZION,ZTS
33,2018-08-26,72,6,41,35,42,47,86,18,0,21,43,23,40,46,78,51,16,52,0,76,0,0,25,52,60,27,26,51,0,64,28,0,93,30,48,29,11,60,22,0,17,9,26,45,30,0,0,36,40,28,0,22,33,27,0,0,10,22,0,49,35,57,0,4,45,55,41,36,0,0,28,13,43,60,0,56,0,17,30,62,34,42,31,26,3,0,71,55,0,40,0,25,21,26,23,0,19,0,60,53,41,33,55,75,33,25,0,35,50,22,73,13,38,28,61,37,45,0,11,44,0,0,54,0,0,59,6,21,58,16,46,0,49,0,8,0,0,49,0,100,0,7,10,52,8,45,61,0,0,5,13,41,63,0,72,26,0,35,11,42,73,33,26,54,25,10,12,18,0,47,25,58,12,0,51,22,73,26,0,13,0,80,0,24,17,77,24,0,0,62,33,17,25,0,35,42,0,63,39,5,55,65,30,59,53,43,19,39,50,52,59,0,5,48,13,25,75,33,45,50,32,63,0,52,0,21,35,10,10,0,0,0,20,23,0,44,41,29,0,40,40,0,18,35,35,29,0,42,0,38,0,38,52,26,0,64,0,24,0,25,15,17,7,60,88,45,15,20,40,13,38,50,42,42,0,32,71,65,0,36,31,0,0,89,0,9,35,35,0,56,26,9,0,26,25,0,71,27,12,36,40,22,0,56,0,0,36,5,0,21,0,0,50,16,0,89,30,11,19,10,69,52,22,11,59,35,44,0,0,17,1,26,47,17,21,20,9,0,0,17,10,16,57,49,0,33,0,60,15,27,29,0,77,32,10,0,67,20,44,2,0,0,0,0,47,48,45,26,87,31,0,29,100,0,0,0,58,62,0,0,29,30,0,27,52,0,0,0,0,50,25,15,2,55,85,0,31,0,0,24,38,0,33,100,0,0,0,0,6,35,33,85,0,49,8,49,19,0,55,59,40,24,49,0,23,24,0,0,31,35,0,71,45,0,88,57,57,36,52,69,42,8,0,25,0,48,18,44,26,65,0,9,69,54,1,0,29,64,25,42,25,51,76,36,74,0,26,0,9,0,0,25,0,18,15,48,0,21,27,60,10,78,23,14,0,46,0,35,0,19,0,37,37,8,0,0,12,64,0,0,34,32,34,33,0
34,2018-09-02,66,0,54,33,8,64,14,12,27,0,21,56,29,36,48,25,48,59,0,55,0,0,0,0,20,0,13,46,0,10,24,0,74,44,39,63,14,54,22,0,0,6,0,58,0,27,0,37,13,8,0,38,0,0,12,0,11,25,0,30,0,60,50,8,75,9,41,0,42,0,20,13,42,59,0,58,0,17,20,53,90,38,10,51,3,32,28,49,0,29,23,0,0,0,12,0,22,0,51,35,36,36,65,63,65,44,13,0,39,40,71,13,13,18,60,31,34,0,11,57,0,0,57,8,48,56,3,21,51,24,23,0,37,21,12,0,0,100,31,36,27,6,10,0,8,59,40,0,24,37,12,31,55,31,84,0,0,37,0,21,18,0,26,53,30,10,18,35,30,0,49,0,12,0,46,25,63,33,0,0,25,63,0,24,17,30,0,0,0,82,35,0,0,0,0,14,32,21,34,3,46,27,0,53,58,25,0,76,58,10,52,0,15,46,13,0,68,50,15,25,42,93,0,46,21,41,57,10,10,26,0,0,39,23,0,37,52,14,32,40,28,0,23,16,23,20,0,21,0,24,16,33,52,0,0,79,0,0,0,25,30,17,7,59,77,55,5,16,59,52,38,0,59,34,0,25,48,47,0,30,30,33,0,26,14,19,14,0,25,51,0,4,0,0,24,0,66,26,37,59,20,11,40,14,22,0,34,5,0,62,0,0,33,25,0,84,60,13,0,13,57,86,13,45,34,0,36,0,9,0,1,0,31,0,13,39,64,0,0,0,2,15,8,24,0,0,0,20,30,26,21,0,62,0,15,32,33,39,55,4,0,0,36,0,39,33,34,32,0,41,0,52,0,0,0,0,50,60,20,0,14,29,21,13,13,0,0,48,40,31,21,0,3,66,49,0,20,0,0,23,34,0,0,0,0,0,6,21,9,0,37,36,0,97,15,0,18,0,47,47,20,36,48,0,45,48,0,53,0,0,0,65,21,0,40,56,56,12,50,72,21,8,0,75,0,58,26,86,8,25,0,3,28,53,1,0,85,63,23,31,50,43,65,39,77,14,25,0,0,0,0,24,0,53,14,27,11,21,3,67,29,66,18,27,0,23,0,23,0,37,0,80,70,15,0,0,13,50,37,0,11,0,0,32,0
35,2018-09-09,67,0,39,46,8,49,13,6,38,97,40,32,34,81,37,0,15,44,29,63,0,0,24,0,19,19,25,51,93,10,26,0,100,28,7,67,8,45,16,0,0,13,24,42,28,25,0,41,25,59,0,41,0,0,11,0,9,22,33,0,0,54,0,0,80,26,10,0,40,0,39,21,40,0,0,58,0,33,42,54,0,29,10,12,1,0,26,64,0,19,0,0,0,25,67,0,31,0,52,66,42,16,73,68,16,54,25,33,19,24,74,6,24,18,54,24,29,29,31,45,0,12,54,0,0,63,3,12,50,15,11,24,12,40,18,71,0,56,15,26,27,5,9,50,25,58,0,0,12,10,0,20,62,30,73,0,0,33,0,20,17,32,0,53,24,38,6,33,29,23,23,27,11,0,45,20,64,37,100,25,0,56,0,8,16,0,47,54,0,20,31,16,72,0,0,13,31,69,35,2,41,53,0,63,33,30,19,56,48,0,32,0,10,49,12,24,41,55,44,0,40,60,0,30,0,60,22,9,0,26,82,0,0,0,0,30,46,0,78,39,11,0,22,42,34,22,0,59,0,36,64,54,48,0,0,58,0,24,0,24,15,17,0,60,81,63,5,20,0,25,49,0,29,33,14,24,97,43,0,49,10,0,0,43,0,9,20,0,0,57,100,13,16,0,24,0,63,50,33,43,49,42,0,65,42,21,45,5,0,0,0,0,32,32,49,77,14,8,19,3,48,21,27,11,11,65,63,0,0,0,0,0,23,33,12,46,53,0,0,17,7,14,23,0,0,0,0,19,57,6,27,0,62,60,5,0,31,9,21,0,0,0,0,0,48,38,52,6,0,35,25,74,0,0,0,23,48,56,20,0,13,25,20,19,76,0,21,0,0,42,36,0,1,73,78,0,20,0,0,23,39,0,0,0,0,0,0,0,12,67,31,35,25,0,29,0,0,0,49,42,19,12,61,0,21,0,0,0,0,17,0,68,55,0,47,33,0,0,0,51,41,8,0,24,33,67,8,52,33,40,24,8,35,22,3,0,14,51,39,30,0,47,35,21,63,28,0,0,0,0,0,47,0,17,41,39,0,20,20,51,0,49,13,13,0,100,0,22,0,72,47,50,36,10,0,0,16,53,0,0,33,0,33,32,0
36,2018-09-16,72,2,27,27,56,72,41,18,39,60,0,44,35,44,47,49,55,38,22,64,0,0,49,0,39,13,13,52,0,0,33,0,67,44,15,55,10,53,5,0,0,14,25,57,0,26,0,43,13,21,0,25,64,0,0,0,9,23,34,6,33,57,0,0,44,9,20,35,0,0,20,17,27,0,0,68,0,17,43,63,55,45,30,25,4,32,27,57,0,19,11,24,20,26,34,25,37,15,54,34,43,13,75,85,48,25,0,34,29,27,86,6,0,100,41,30,39,0,10,43,0,0,51,32,0,67,8,21,49,15,11,25,12,20,10,0,0,44,0,26,27,7,10,68,41,24,20,24,0,15,0,16,72,0,100,0,0,33,0,0,18,0,0,47,6,19,24,68,30,58,48,0,0,0,45,31,56,21,0,12,25,77,0,15,33,15,0,54,0,0,35,17,73,30,100,14,32,60,37,2,66,54,0,62,23,15,38,38,57,20,54,0,30,54,37,0,36,50,29,24,31,30,0,35,0,20,11,0,0,0,0,22,0,0,0,41,41,14,16,0,11,0,24,32,35,39,0,41,0,74,16,23,52,0,0,69,0,24,20,18,30,32,7,63,79,37,9,18,39,26,25,96,45,34,0,24,68,47,20,20,10,16,0,43,28,9,34,0,25,56,26,13,16,0,48,0,66,0,34,41,29,21,0,27,44,43,43,5,0,20,0,68,65,18,0,75,0,23,38,10,57,99,22,22,34,0,100,0,0,0,0,0,38,51,15,38,0,0,24,17,12,16,32,24,0,98,79,13,29,39,21,0,83,0,10,0,64,67,22,2,24,0,0,0,25,33,39,13,34,55,26,29,0,0,0,23,32,57,20,31,14,40,0,16,26,11,0,48,59,43,31,0,1,72,100,0,20,0,32,11,39,0,0,73,0,39,24,20,9,0,35,35,0,0,11,47,54,38,57,29,0,12,53,0,0,24,15,52,0,17,26,68,41,0,76,55,55,24,25,45,21,8,0,0,34,23,26,42,21,35,25,3,55,63,4,34,0,68,7,41,0,44,100,39,63,57,25,0,17,0,0,24,0,52,56,45,0,20,13,51,19,67,9,27,0,34,0,24,0,18,0,50,40,10,25,0,20,60,0,48,22,31,0,43,0
37,2018-09-23,68,4,26,27,32,60,41,12,26,40,20,22,31,63,0,0,47,30,29,64,51,0,0,0,38,6,13,54,0,41,30,0,62,58,15,41,12,42,11,0,0,11,24,39,0,0,0,40,38,29,0,25,0,0,23,0,11,39,0,35,33,46,0,12,52,9,20,17,41,14,13,21,54,0,0,62,0,33,24,49,22,27,30,25,2,0,54,48,0,19,0,0,0,39,34,0,35,0,46,68,34,16,32,59,16,43,26,34,29,39,69,11,0,18,64,41,49,0,42,20,0,12,59,16,0,68,6,27,53,16,22,0,12,0,12,0,0,32,46,35,0,6,10,51,17,39,19,0,24,21,25,20,61,0,80,25,34,34,22,20,18,0,0,60,30,0,24,51,30,70,48,0,11,0,48,34,67,26,0,0,12,62,0,16,0,59,24,0,0,61,39,0,24,0,0,27,32,30,53,4,54,45,29,59,40,24,38,57,33,30,49,51,0,49,13,24,54,61,30,24,10,31,0,30,21,20,11,9,29,0,0,0,19,45,0,45,45,43,16,0,17,28,21,33,12,32,32,20,0,30,32,32,50,50,0,60,0,24,0,32,60,22,7,59,80,54,9,17,19,26,69,48,25,27,0,12,77,30,0,50,60,16,0,78,0,0,27,0,24,60,26,5,0,0,24,14,67,0,28,58,20,32,0,40,22,22,34,4,0,0,0,17,0,30,0,72,29,21,38,13,61,49,23,0,0,66,48,0,9,16,0,0,8,0,14,47,63,0,24,34,12,15,0,24,96,0,0,19,0,19,21,0,77,0,10,0,95,29,32,6,0,0,0,25,40,59,34,13,17,41,51,75,0,0,0,0,46,60,61,31,14,34,0,23,26,11,0,0,0,55,19,0,1,74,66,30,20,0,0,12,28,0,0,24,96,0,18,40,18,68,39,24,0,0,19,0,0,38,74,34,59,12,47,46,22,0,30,0,0,34,26,64,33,25,42,22,0,0,25,58,0,8,31,0,0,23,26,32,8,37,25,3,28,34,1,0,42,60,28,82,25,42,27,53,74,29,25,0,26,0,0,24,0,18,14,36,0,20,13,89,19,67,27,0,0,23,0,20,0,37,0,43,70,13,75,0,15,59,0,0,22,0,0,53,0
38,2018-09-30,73,2,13,22,48,71,14,12,26,0,20,55,30,55,28,48,24,40,44,68,0,0,48,0,19,20,38,51,0,0,16,0,69,58,38,34,16,48,27,0,0,15,0,74,0,0,0,44,64,27,0,13,0,0,0,23,18,33,34,12,0,57,0,0,44,18,59,52,0,14,7,8,82,0,0,65,38,0,43,53,55,42,10,25,4,0,81,70,0,38,11,0,0,13,34,0,37,0,57,0,35,38,21,61,16,55,13,0,38,30,74,17,0,18,45,19,29,0,21,42,0,0,52,16,0,78,8,30,52,12,11,0,48,20,12,36,0,60,15,35,0,6,10,34,25,39,0,0,0,21,36,19,63,0,79,0,0,30,11,40,53,32,0,54,18,29,12,68,0,46,24,0,23,94,54,14,65,37,0,12,0,74,0,31,16,0,48,0,49,20,40,0,0,0,0,27,32,60,86,1,37,54,88,58,28,30,19,19,57,0,46,0,20,61,0,0,60,62,15,0,41,0,0,25,0,0,11,19,0,26,42,43,38,22,0,47,58,0,47,26,27,0,27,59,0,40,64,81,0,47,32,41,58,25,0,73,0,0,0,30,15,23,7,63,91,33,5,18,39,51,37,48,41,41,0,43,77,53,0,35,30,16,0,52,14,36,34,34,0,57,26,6,16,25,24,0,71,0,36,51,39,0,0,74,22,22,30,6,0,20,0,17,16,15,0,80,0,23,38,3,62,70,23,11,22,0,50,0,18,32,0,25,30,0,12,38,36,0,0,17,5,15,16,24,48,0,0,58,29,26,21,0,83,0,0,0,0,19,86,4,24,0,0,0,45,46,62,13,33,45,0,63,0,31,0,46,24,60,0,31,55,23,0,52,25,11,0,0,0,30,19,28,0,47,58,0,30,0,0,34,35,26,32,48,0,0,12,40,18,0,29,12,51,0,11,0,0,0,56,53,39,0,42,0,0,71,30,52,15,34,0,71,56,0,79,33,0,0,25,56,41,15,0,49,67,11,0,42,29,27,0,8,43,17,0,34,55,78,31,31,0,43,72,21,64,42,74,0,26,0,0,24,0,0,14,34,0,10,27,37,10,79,9,27,0,56,30,22,0,0,0,43,63,13,25,0,21,45,0,0,0,0,0,35,0
39,2018-10-07,71,4,40,29,32,50,0,18,40,40,42,44,34,8,39,25,48,50,45,61,0,100,25,0,39,46,13,59,0,42,13,0,50,73,23,35,21,81,59,0,0,9,0,26,29,0,98,44,26,34,48,34,0,53,12,48,13,29,35,24,0,54,0,4,30,9,60,18,0,0,13,13,14,0,0,66,19,34,29,51,56,58,40,0,1,0,41,76,0,39,11,0,20,13,35,0,19,0,29,0,38,23,32,70,16,56,13,34,29,29,83,11,0,28,88,33,15,0,21,30,0,12,60,17,24,86,11,21,53,16,11,0,37,21,18,37,0,55,31,62,28,13,0,17,42,65,40,0,24,37,0,24,64,0,68,0,0,34,34,62,0,33,0,55,37,0,30,17,0,70,24,28,17,0,57,35,70,30,52,38,12,58,0,0,0,60,0,0,0,21,36,0,25,0,34,14,32,51,56,3,59,55,0,54,69,29,0,57,33,10,52,0,5,56,13,0,24,56,0,49,31,31,0,41,0,62,35,29,10,0,0,0,39,45,0,44,55,43,48,0,56,28,25,38,12,38,0,0,0,41,16,61,52,25,0,63,0,24,0,51,15,30,7,63,87,51,5,19,0,26,25,0,29,48,0,25,67,54,41,20,51,0,0,44,28,56,76,0,50,58,39,8,0,0,25,0,75,0,31,45,20,43,40,54,66,0,45,8,0,41,100,17,33,21,0,81,30,21,0,20,59,100,22,22,23,0,34,0,28,0,2,51,31,35,21,39,9,0,0,51,27,15,24,24,0,33,40,33,15,7,28,0,65,31,5,32,65,59,66,0,24,0,0,25,41,60,59,13,17,21,26,23,0,32,0,0,64,62,0,31,56,17,0,23,39,0,0,0,40,56,11,29,0,54,67,0,72,0,32,23,45,0,0,0,0,0,0,20,15,35,41,36,26,0,15,0,18,0,53,54,40,60,58,0,44,24,0,0,0,52,0,73,73,51,72,67,0,0,50,57,42,0,32,25,0,35,35,65,51,27,0,9,44,29,3,0,0,59,28,31,50,37,9,43,100,14,100,0,0,0,0,0,0,53,14,38,0,31,51,52,19,65,14,28,0,23,0,18,0,56,0,37,57,13,0,0,18,53,0,49,45,0,0,36,0
40,2018-10-14,72,2,67,24,33,64,56,18,27,61,21,56,27,81,29,74,40,15,30,53,0,0,25,0,0,53,13,58,0,0,20,0,49,44,16,21,13,52,5,0,17,10,0,71,0,0,0,45,39,49,0,9,0,27,0,0,10,48,0,6,34,75,0,0,45,9,40,35,0,0,20,17,56,0,0,75,0,51,44,41,45,33,30,52,3,0,69,63,0,20,0,0,0,66,23,26,30,0,55,17,41,7,43,75,16,37,0,0,39,20,78,4,12,19,47,22,55,30,32,67,0,25,48,0,24,80,8,18,50,16,11,0,25,21,8,37,0,49,0,0,83,10,10,0,25,75,0,24,0,16,12,21,59,0,65,0,34,33,0,21,18,33,0,56,43,30,30,0,30,24,0,0,12,0,60,28,72,20,0,38,12,45,0,8,17,15,0,0,0,62,35,0,0,30,0,14,0,10,67,2,42,74,0,54,40,24,0,0,67,21,61,52,21,61,26,0,31,55,15,0,41,0,0,31,0,41,12,19,0,26,43,44,59,23,0,68,45,0,48,53,28,0,26,46,24,45,65,0,0,54,99,56,52,26,19,67,0,0,20,34,0,25,0,76,85,31,0,19,20,26,70,0,21,28,14,31,84,41,0,20,31,0,0,53,0,19,28,0,25,61,26,6,0,25,0,0,69,26,40,42,20,32,81,20,0,66,40,6,0,41,33,17,0,18,0,72,30,37,0,3,59,29,28,22,23,34,41,0,0,33,0,51,23,35,54,58,18,0,0,52,29,14,8,49,49,67,40,26,59,26,0,0,73,0,5,0,33,39,33,2,12,0,0,25,45,40,25,0,0,72,0,53,33,32,95,24,72,60,0,31,28,29,0,30,52,0,0,49,0,100,4,0,1,48,46,31,21,0,32,47,56,0,33,0,0,0,0,0,40,0,33,48,26,49,23,0,37,0,52,45,20,24,59,16,22,49,46,53,0,0,0,67,57,0,90,56,57,24,0,32,42,0,0,50,35,23,9,44,21,32,50,14,36,0,4,71,43,64,42,21,0,43,37,47,76,73,0,0,27,0,0,25,0,18,28,29,0,21,31,30,20,70,19,55,95,23,0,21,0,19,97,44,64,10,25,0,12,76,18,0,57,32,0,36,0
41,2018-10-21,70,6,53,27,16,45,69,18,39,20,0,55,31,56,19,49,63,45,15,58,0,50,24,0,0,52,38,50,48,41,20,0,75,29,15,27,9,100,11,0,0,11,0,52,14,78,0,41,26,25,0,17,32,0,0,0,11,31,0,41,100,63,49,12,52,18,60,35,41,14,7,4,27,0,0,59,0,17,39,80,56,17,0,25,5,95,41,71,49,39,11,24,41,39,11,0,16,0,50,51,41,35,74,71,16,55,39,0,19,31,78,4,0,36,69,36,44,0,21,66,0,49,46,0,0,74,6,21,55,35,23,0,12,0,24,0,0,35,46,35,0,12,29,17,25,79,39,0,12,42,25,25,54,0,60,25,34,37,0,41,36,32,26,56,18,0,24,17,0,81,72,28,17,0,65,24,60,29,0,25,0,47,0,8,50,74,0,0,49,0,31,33,25,30,0,0,0,30,40,6,62,36,30,51,51,57,38,57,58,10,54,0,20,59,25,48,54,47,30,24,20,61,13,46,21,81,23,9,10,0,0,21,78,45,0,72,45,0,48,39,67,28,17,52,23,27,0,0,0,40,33,78,54,76,0,62,0,48,0,21,76,22,0,65,76,64,5,14,0,39,75,0,33,34,0,31,55,47,0,35,0,16,0,78,42,0,55,0,49,63,26,15,0,0,24,0,68,51,31,51,40,32,40,60,0,0,39,7,0,20,33,69,33,72,0,72,15,26,38,6,60,78,62,22,23,0,36,0,0,33,0,25,15,34,20,57,18,0,24,34,33,16,40,48,0,0,0,65,0,6,28,49,73,61,5,0,32,48,54,2,24,0,0,100,44,53,19,6,0,66,0,35,0,0,0,0,46,51,0,0,28,31,0,17,39,11,0,0,20,62,17,0,1,45,52,61,31,100,95,69,33,27,65,0,48,80,12,0,12,34,35,24,0,0,15,0,18,0,60,31,39,24,32,15,22,0,30,0,15,0,0,74,51,25,65,100,0,0,25,68,21,8,0,73,0,46,9,32,67,58,25,8,40,23,1,0,0,57,26,0,49,50,45,36,69,29,50,0,35,0,0,48,0,35,0,55,0,41,20,89,19,67,0,27,0,57,0,32,0,18,0,58,50,13,0,0,12,56,18,0,0,0,0,21,0
42,2018-10-28,75,2,14,68,8,64,0,0,94,20,42,67,30,65,39,25,16,54,30,75,0,0,0,0,20,33,13,59,0,10,14,0,50,44,16,42,9,90,11,0,17,13,0,31,0,27,50,42,52,19,0,9,98,27,0,0,14,34,0,18,34,68,0,12,77,0,10,35,42,14,41,17,28,0,52,60,20,0,44,74,34,36,41,26,3,32,55,99,0,20,0,25,41,27,35,0,46,32,44,35,40,23,54,84,0,50,13,0,39,40,80,9,25,19,42,14,60,0,32,64,0,25,57,17,25,79,0,12,57,28,23,0,12,42,8,0,0,36,16,18,28,12,0,35,9,30,0,0,0,27,0,31,71,0,62,51,0,43,11,42,0,66,0,50,31,20,43,0,0,36,24,57,12,0,59,70,67,47,0,26,0,51,0,24,0,0,49,0,51,21,36,0,25,31,34,42,0,62,100,6,56,9,0,59,87,33,20,0,76,42,36,0,26,61,0,25,37,46,46,0,52,32,0,31,43,21,23,0,0,0,0,0,80,23,0,96,37,44,33,0,34,0,20,48,24,37,66,21,0,41,50,42,59,51,19,71,0,0,0,20,47,27,0,73,88,35,20,14,40,13,39,49,26,49,14,19,68,38,62,36,31,0,0,72,57,9,14,0,25,59,0,16,34,0,25,0,76,26,17,42,31,11,0,62,67,0,42,5,0,21,0,18,0,31,0,76,0,13,39,13,62,58,28,46,35,34,39,0,0,0,0,26,63,0,20,68,9,0,49,52,56,17,16,49,0,34,0,54,30,33,14,0,76,31,5,33,33,20,67,0,25,0,0,51,50,74,65,26,0,68,26,65,0,0,96,24,44,60,0,0,14,32,0,3,66,23,0,0,20,32,13,30,0,59,61,31,0,51,0,36,58,0,0,75,0,41,12,21,50,71,28,37,26,50,15,0,19,0,53,32,0,37,54,16,0,0,15,53,47,0,0,73,48,51,79,69,0,12,0,68,21,32,0,100,0,12,18,44,78,65,25,6,45,94,4,0,43,62,27,21,25,35,56,26,74,15,25,0,9,0,0,25,0,18,14,43,11,11,31,99,10,58,9,56,0,82,31,36,50,38,0,45,65,21,26,0,17,44,0,0,57,0,0,33,0
43,2018-11-04,69,2,25,42,31,56,13,17,63,19,20,42,39,80,46,0,15,46,42,71,0,0,0,48,37,31,0,55,0,20,6,0,46,42,15,20,14,53,10,49,0,11,0,42,14,25,0,42,12,82,0,8,0,0,11,0,9,36,0,17,0,72,47,0,50,17,29,100,39,41,26,25,13,0,0,73,0,16,28,70,85,29,10,24,0,0,65,72,0,37,22,0,0,0,22,24,33,0,38,16,43,21,0,59,0,47,25,32,18,34,77,16,24,17,31,34,51,0,30,44,0,0,55,8,0,73,3,11,57,22,21,0,23,78,21,35,0,46,15,25,0,9,18,0,16,37,0,0,0,15,23,24,63,29,58,72,0,37,11,78,34,0,0,57,40,9,6,0,0,66,23,0,33,0,47,13,71,27,49,12,0,69,0,22,16,100,23,0,0,19,38,0,23,0,0,13,0,39,56,2,55,60,0,57,76,34,54,0,63,10,36,0,5,52,0,46,35,53,14,0,29,29,12,29,40,58,33,0,9,0,0,0,37,43,0,72,50,14,30,12,37,0,20,39,11,26,62,0,0,58,0,27,52,24,0,71,0,23,0,35,29,30,7,54,83,35,27,16,19,25,36,0,32,7,0,23,72,38,19,62,19,15,0,41,26,44,20,0,0,55,25,11,16,47,23,0,72,74,38,53,19,60,38,65,0,0,35,3,0,19,0,0,31,23,0,79,70,10,18,12,59,95,23,32,33,0,18,0,9,16,1,0,15,0,16,0,17,0,0,16,100,14,38,0,0,31,38,31,28,43,27,0,75,29,5,0,0,37,31,4,0,0,0,0,39,25,37,18,32,58,0,55,0,0,0,0,37,53,0,0,13,14,20,57,37,11,0,46,0,18,28,0,1,59,56,0,29,0,30,55,44,51,31,0,0,0,0,19,38,0,33,57,0,46,14,0,17,0,60,25,0,34,35,0,21,46,57,100,15,49,0,63,32,0,46,32,0,11,24,72,20,0,0,47,0,22,0,20,100,30,0,8,53,33,2,66,27,54,33,20,0,38,52,51,66,27,48,0,25,46,0,23,0,17,40,38,0,20,32,35,0,71,4,0,0,65,0,31,0,17,0,69,29,7,48,0,16,77,0,0,53,30,0,51,41
